roll_no,name,Father_name,Mother_name,dob,gender,email,phone,address,school_name_10th,school_name_12th,marks_10th,marks_12th
22317136,Samesh Butala,Frado Kaur,Vasatika Chacko,2002-05-09,Female,manthanlanka@gmail.com,3669285404,"H.No. 570, Balasubramanian Nagar
Indore-168890","H.No. 604
Rajan Ganj
Kalyan-Dombivli-534071","H.No. 56, Dave Path
Amritsar-570631",66,70
22317137,Chanchal Acharya,Farhan Manne,Ishani Desai,2005-01-26,Female,mason98@gmail.com,1687108772,"40/189
Gour Road, Asansol 340731","886, Yadav Nagar
Thoothukudi 090012","H.No. 89, Bhat, Bidar 050171",68,63
22317138,Samar Bajwa,Brijesh Dhingra,Amara Sahni,2004-03-19,Male,chandranbakshi@gmail.com,1326709942,"38/05, Chand Road
Thiruvananthapuram-115410","26
Apte Nagar
Bhind-603017","09, Wason Ganj
Nagercoil 355311",70,66
22317139,Aadi Kunda,Aryan Sabharwal,Zaitra Shetty,2001-11-06,Male,luckysom@gmail.com,6468719725,"22/48, Ratti Road
Sambalpur-724895","H.No. 09, Oak Circle, Naihati 332833","61/480, Suresh Road
Dehradun-368636",87,72
22317140,Bhavika Soman,Om Pal,Unni Chaudhari,2002-06-18,Male,lekharege@gmail.com,8345749299,"H.No. 504, Mishra Road
Bellary-932249","39/647
Walla Nagar
Visakhapatnam-416085","H.No. 93, Goel Chowk, Indore 459687",70,76
22317141,Wridesh Talwar,Robert Nath,Vasudha Babu,2000-03-21,Male,sachdevaguneet@gmail.com,9684827680,"80/68
Chander Ganj
Agartala 759435","885
Vohra
Silchar 175056","159, Brar Road, Bidhannagar 602210",74,71
22317142,Chakradev Kade,Avi Ganesan,Watika Deep,2003-11-28,Male,munidarsh@gmail.com,8140861277,"55/390, Basak Marg
Karaikudi-880509","H.No. 227, Pradhan Nagar
Amaravati 020761","H.No. 766, Samra Road
Ambattur 428883",74,63
22317143,Chatresh Seshadri,Henry Dugal,Janaki Bhargava,2002-05-14,Male,vsachdev@gmail.com,3353783777,"H.No. 949, Mutti Nagar
Ramagundam-833381","H.No. 74
Chana Chowk
Allahabad-036136","671
More Street
Durgapur 649589",61,67
22317144,Bina Sundaram,Christopher Arya,Bimala Ramaswamy,2004-10-26,Male,jai70@gmail.com,1958053720,"H.No. 33
Bahl Circle, Mirzapur 445418","30/434, Pradhan Chowk, Satna-504053","595
Hayer Ganj
Solapur-552697",85,64
22317145,Neelima Divan,Bakhshi Seshadri,Pooja Dhar,2005-07-18,Male,nidhipalla@gmail.com,3400127218,"H.No. 716, Modi
Panipat 962044","14, Wason Path, Nagercoil 761425","H.No. 37, Buch Street
Berhampur-170918",72,67
22317146,Warda Kulkarni,Jairaj Ganguly,Wakeeta Sachdeva,2005-04-26,Male,emodi@gmail.com,3913069518,"H.No. 34
Barad Street, Mysore 183930","471, Bajaj Marg
Thiruvananthapuram-441273","61
Dhingra Street, Hajipur-264918",85,79
22317147,Chasmum Sarin,Vihaan Mohanty,Vedika Shan,2004-01-14,Female,vasayachana@gmail.com,1831955892,"H.No. 49
Sankaran Road
Durgapur-608775","665
Iyer Street, Jamalpur-783671","63, Chacko Road, Satna 687865",74,91
22317148,Osha Andra,Hitesh Ratti,Anvi Raju,2003-11-15,Female,takvarsha@gmail.com,2430111312,"44/05
Nayak Zila, Mirzapur 837680","H.No. 388, Bal Road
Rajkot 276948","H.No. 85, Doshi Marg, Madhyamgram-769356",75,85
22317149,Jhalak Khosla,Elijah Vig,Baghyawati Vora,2000-07-07,Male,rohan19@gmail.com,8969708607,"42/465
Borah Ganj, Chapra-942803","76/47, Solanki Circle
Nandyal-639193","H.No. 815, Lala Chowk
Mirzapur-593014",96,86
22317150,Luke Kanda,Aadi Balakrishnan,Triveni Savant,2005-07-03,Female,mandreva@gmail.com,3909872158,"763
Nagy Path, Ambala-362620","92/94
Mahal Road
Surendranagar Dudhrej-162928","H.No. 27, Sahni Path
Satna-242915",93,68
22318001,Mason Sahota,Ojas Prabhu,Jhalak Ramachandran,2003-10-05,Male,nmagar@gmail.com,8318376241,"76/63, Sarma Nagar, Unnao-924185","71/31
Zachariah Chowk, Ludhiana 418018","H.No. 240
Sama Path, Akola-326753",70,80
22318002,Bimala Bhavsar,Aryan Mall,Reva Taneja,2001-10-01,Male,tdeshmukh@gmail.com,9189374484,"H.No. 13, Johal Chowk, Shivpuri-656057","96/07
Gandhi Ganj, Raebareli 933511","022, Sankaran Chowk
Bathinda-303701",60,93
22318003,Aarush Hayer,Aryan Master,Chaman Biswas,2001-05-22,Male,ibehl@gmail.com,8296363905,"H.No. 41
Talwar Zila, Shimoga-384917","H.No. 177
Nayak Street, Mau-572174","H.No. 18, Dugal Road
Ajmer 342638",77,68
22318004,Ati Balan,Gaurang Sabharwal,Charvi Ravi,2004-06-09,Female,odate@gmail.com,2526732998,"36/121, Jayaraman Nagar
Jalandhar-606201","093
Raja Path
Dehri 111885","H.No. 861, Parekh, Solapur-208624",61,92
22318005,Kai Subramanian,Arjun Chawla,Amrita Choudhary,2001-10-15,Male,eiravati90@gmail.com,2060745748,"H.No. 640, Comar Zila, Tadipatri-364955","86/56
Dutt Ganj, Salem 769244","012, Kapoor Zila
Ujjain-720801",72,64
22318006,Yuvraj Vora,Ekansh Madan,Aradhana Deep,2000-03-03,Female,triptibawa@gmail.com,8749737674,"H.No. 812, Iyengar Marg, Dewas 468137","H.No. 554, Wadhwa, Ichalkaranji-859460","H.No. 36
Dugar Path
Belgaum 391598",74,61
22318007,Pushti Palla,Ekansh Grewal,Nandini Nadig,2000-07-27,Female,maanav98@gmail.com,6203794473,"02/77
Srinivasan Nagar, Mahbubnagar 081110","254
Karpe Chowk
Chinsurah 860155","H.No. 413, Bahri Chowk
Kollam-742207",85,78
22318008,Girik Butala,Hritik Nagy,Gayathri Dua,2002-07-13,Male,issacchristopher@gmail.com,1649142170,"66/03
Kumar Road, Narasaraopet-276027","40/099, Wali Street, Rajpur Sonarpur-805365","H.No. 196, Bedi Chowk, Gudivada-010414",91,74
22318009,Veda Setty,Rohan Dhingra,Anusha Cherian,2000-09-22,Male,vansha68@gmail.com,2598701972,"H.No. 17
Iyer Ganj, Bharatpur 638729","36/87
More Circle, Loni-057435","515
Dhar Marg, Bhiwandi-311231",93,69
22318010,Shivansh Mitra,Wahab Rau,Upasna Master,2002-02-08,Female,anandtanvi@gmail.com,2319843239,"56/542
Chaudry Path
Sangli-Miraj & Kupwad 657609","15/736, Karan Path
Buxar 493282","H.No. 63, Patla Zila, Surendranagar Dudhrej 718164",93,82
22318011,Vedika Chacko,Agastya Narasimhan,Ucchal Bansal,2005-03-04,Male,bhavika47@gmail.com,6505316956,"94/78, Contractor Path, Amritsar-495412","342, Naidu, Bhiwani 734617","55/44, Bansal Nagar
Khandwa-421613",78,86
22318012,Chatura Contractor,Aditya Mohanty,Vrishti Mall,2004-03-16,Male,baralanay@gmail.com,4422079675,"99
Saraf
Kolhapur-334190","H.No. 658
Khurana Street
Gandhidham-195800","445, Srinivasan Nagar
Thoothukudi-992381",62,93
22318013,Rajata Hayer,Hardik Majumdar,Jyoti Radhakrishnan,2000-08-16,Female,fsahota@gmail.com,6557804848,"H.No. 877
Keer Ganj
Mumbai-476705","89/39
Mangal Nagar, Ozhukarai-380765","94/552, Sura Circle, Hyderabad 009296",74,90
22318014,Yutika Hari,Harshil Borra,Aachal Reddy,2004-12-05,Female,dreddy@gmail.com,2124022233,"726, Vasa Path, Ambattur 636386","07/592
Saraf Ganj
Ulhasnagar-995346","H.No. 574
Chatterjee Road, Sambhal-794696",87,80
22318015,Hemang Bhasin,Nachiket Ganguly,Aarini Puri,1999-11-05,Female,mandalekani@gmail.com,8957353789,"23/95
Sanghvi Chowk, Narasaraopet-105414","27, Varma Road
Dindigul-749129","938
Tiwari Zila, Sasaram-982397",84,81
22318016,Isha Bora,Jeet Badal,Omaja Chada,2004-10-05,Male,aaravmajumdar@gmail.com,9948263409,"953
Dara Circle, Firozabad 061460","H.No. 002
Bassi Nagar
Jabalpur-699965","224, Rattan Zila
Pimpri-Chinchwad-069272",64,67
22318017,Wakeeta Baral,Dakshesh Joshi,Falak Sankar,2005-04-11,Male,mbajwa@gmail.com,839600729,"73/20
Om Nagar
Dehradun-501667","259
Wadhwa
Karawal Nagar-782749","001
Patel Zila
Tezpur 249903",77,86
22318018,Ekantika Natt,Gabriel Bhardwaj,Saumya Bhatia,2002-01-15,Female,forumvaidya@gmail.com,9881466434,"H.No. 416, Bajwa Chowk
Tiruppur 176076","H.No. 762
Tandon Ganj
Khora -736186","H.No. 11
Karan Road
Amravati-540709",83,71
22318019,Yug Gopal,Henry Dey,Chaman Tiwari,2001-11-28,Male,ethakur@gmail.com,3870300878,"H.No. 69, Vasa Road
Rewa 104312","88
Sen Marg
Jalna-100073","997
Chowdhury Street
Rajahmundry 768690",89,65
22318020,Rudra Om,Hemang Keer,Upma Sura,1999-10-24,Female,vchahal@gmail.com,8526482024,"12
Sinha Zila
Jalandhar-794629","H.No. 514, Reddy Road
Chittoor 642547","H.No. 33
Sengupta
Uluberia-937937",86,73
22318021,Aarush Nagar,Rushil Koshy,Suhani Kaur,2003-03-06,Male,borahadya@gmail.com,8810352525,"H.No. 784
Sundaram Nagar, Giridih 553068","505
Devi Road
Madurai 873156","40/09, Menon Street, Fatehpur 277649",86,65
22318022,Barkha Lad,Veer Bhattacharyya,Radha Bains,2000-12-24,Male,adeol@gmail.com,5427641603,"156, Deshmukh Path
Proddatur 007163","87/948, Jaggi Nagar, Eluru-331770","H.No. 832, Saini Zila
Hubli�Dharwad 695890",76,77
22318023,Bhavya Tripathi,Azad Varkey,Forum Chada,2000-02-02,Female,rajanudant@gmail.com,1550952188,"65/71, Bose Nagar, Panipat 281653","28/26
Nadkarni Ganj, Malegaon-240114","H.No. 703
Yadav Path, Kulti-826862",82,68
22318024,Urvashi Rama,Girindra Sani,Odika Agrawal,2000-05-28,Female,indali76@gmail.com,6890606982,"H.No. 20, Puri Road
Bahraich 484755","21/559, Dhillon Street
Thiruvananthapuram-824093","45
Karpe Ganj
Serampore-352343",68,95
22318025,Xavier Khare,Aadi Dasgupta,Warda Ram,2005-05-02,Female,patrickmittal@gmail.com,2198006278,"06/868
Peri Chowk
Guna-029627","74/57, Lall Road, Ranchi-124868","H.No. 471
Sahni Marg, Solapur 533043",84,82
22318026,Balvan Datta,Qasim Rajan,Baghyawati Dutta,2000-02-02,Male,shravyadar@gmail.com,5702379111,"855
Seth Circle
Pondicherry-966488","027
Tella Street, Yamunanagar 302006","90/106, Das Chowk, Howrah-876324",74,68
22318027,Yashoda Narayanan,Falan Kapoor,Adya Nagarajan,2002-11-16,Male,cbakshi@gmail.com,2124143655,"082, Issac Street, Karawal Nagar-839439","18/63, Acharya Marg
Naihati 401084","H.No. 197, Raja Path, Howrah-461122",86,69
22318028,Fitan Hora,Madhav Tandon,Arya Mall,2000-10-12,Male,tanveer97@gmail.com,2219336354,"787
Butala Zila, Karimnagar-649736","551, Thaman Ganj, Sikar-862513","27/35, Bath Path
Gangtok 684298",88,79
22318029,Kashvi Bhasin,Michael Lal,Krisha Parekh,2001-10-16,Male,thakerbakhshi@gmail.com,8534604822,"93/89
Acharya Path, Phusro-789585","04
Anne Circle
Karnal 081251","282
Talwar Nagar
Ahmednagar 612479",89,88
22318030,Eiravati Luthra,Arjun Raval,Charita Khurana,2001-10-19,Female,warjasdalal@gmail.com,6435714612,"99
Contractor Zila
Anantapur-805427","161, Shanker Path, Mirzapur-418508","45/835
Pradhan Ganj
Durg 056499",91,60
22318031,Chakrika Nagy,Madhav Nori,Siya Dutt,2000-12-01,Female,lnatt@gmail.com,1943785930,"31
Viswanathan Chowk, New Delhi 664687","H.No. 717, Som Nagar
Gandhinagar-486560","H.No. 698
Gupta Street
Gangtok 862805",62,63
22318032,Amara Karan,Gaurav Agrawal,Bhavini Nadkarni,1999-11-10,Male,girindra05@gmail.com,7581660515,"H.No. 99, Ravel Circle
Barasat 856360","22/77, Mangat Road, Jamalpur 226525","H.No. 641, Thakkar, Thoothukudi 415872",75,66
22318033,Hemal Mani,Omkaar Krishna,Nisha Varma,2003-12-27,Female,uppalhema@gmail.com,5401080853,"89, Ravi Ganj, Dhule 748409","35
Kulkarni, Haldia 946936","357, Saxena Marg
Dhanbad 907267",87,68
22318034,Aishani Bir,Vihaan Kaur,Kavya Mangal,2004-06-12,Male,aadhyagulati@gmail.com,5974873917,"423, Nagy Marg, Kanpur 747894","28/92, Ghose Path, Udupi 397780","H.No. 70
Natarajan Chowk
Hazaribagh 028863",67,80
22318035,Qarin Mitter,Jatin Basu,Avni Dutta,2004-02-13,Female,aarush48@gmail.com,960565715,"H.No. 048, Pant
Pimpri-Chinchwad-731059","551
Choudhury Nagar, Bhusawal 804357","337
Kurian Circle
Giridih 531799",96,85
22318036,Ekiya Soman,Kalpit Gopal,Hamsini Varty,2005-03-08,Male,anusha67@gmail.com,4727977589,"996, Talwar Zila, Jodhpur-138815","12/42
Baria Path
Maheshtala 364417","40/63, Dara Zila
Shimoga-511904",67,87
22318037,Anirudh Saran,Yuvraj Pai,Vritti Karan,2002-10-22,Male,daliaomaja@gmail.com,2597927182,"47/64
Kapur Zila, Ratlam 156633","83/61
Warrior, Kamarhati 001310","48/74
Bala Chowk
Anantapuram 829571",71,94
22318038,Jalsa Bhakta,Om Halder,Ridhi Saini,2002-05-18,Female,iyogi@gmail.com,7029173824,"28, Parsa Marg
Tirunelveli-653609","10/269, Parsa Path, Surendranagar Dudhrej 832527","66/378, Sen Marg, Gandhidham 745694",76,86
22318039,Andrew Shankar,Udarsh Dugar,Krisha Borra,2000-06-22,Male,buchdeepa@gmail.com,6480897125,"11, Chaudry Circle, Tenali 918605","007, Mannan Nagar
Dewas-229269","43/91, Mitter
Latur-352192",83,65
22318040,Sara Dube,Sai Jayaraman,Anya Dua,2002-12-12,Female,benshaurya@gmail.com,9448768025,"20, Khalsa Circle, Rourkela 733930","622
Sarin Path, Mathura 344737","H.No. 319
Bahri Road
Katihar 025788",87,74
22318041,Riya Jain,Indrajit Koshy,Devika Vohra,2005-03-30,Female,avni93@gmail.com,9329233978,"717
Chowdhury Circle, Ichalkaranji-207400","47/004, Mander Street
Haridwar-732309","87/86, Shenoy Nagar
Mango 529034",64,96
22318042,Chanakya Khatri,Orinder Pandit,Yasti Narula,1999-08-18,Male,issaclibni@gmail.com,4497862052,"576, Karpe Marg
Guntakal-229495","457
Chada Road
Miryalaguda-680288","H.No. 356, Lala Path
Ambattur-341658",69,64
22318043,Anamika Khare,Zehaan Minhas,Yoshita Soman,2002-04-26,Male,eta41@gmail.com,3558681501,"31/002
Wagle Road, Eluru 841569","98, Prakash, Vasai-Virar 199247","37
Tiwari Street
Kamarhati-976990",75,88
22318044,Simon More,Aadi Badal,Ekta Dugar,2004-01-15,Male,daminikrishnan@gmail.com,1396629111,"927, Hayre Path
Satara 306395","64/12
Shere Chowk, Rajpur Sonarpur-791708","22/901
Minhas Nagar, Mau-964083",97,60
22318045,Zinal Dani,Parth Sarkar,Darika Yohannan,2000-07-13,Male,gkumer@gmail.com,3301073359,"13, Lala Path
Raurkela Industrial Township-699838","H.No. 172
Devi Path, Durgapur 605983","90/42, Rajan Path
Bulandshahr 097936",84,82
22318046,Viraj Dar,Dominic Solanki,Hemangini Chacko,2001-06-02,Female,keyasinghal@gmail.com,8198178956,"233, Doctor Chowk, Sri Ganganagar 228624","93/00
Gandhi Chowk
Ambala 411010","97/706, Mani Nagar
Hajipur-454747",84,75
22318047,Arin Kashyap,Gopal Saini,Dayita Setty,2003-01-31,Female,kaibains@gmail.com,5893143663,"64
Korpal Nagar
Raipur 387175","376, Bhattacharyya
Jamshedpur 767021","55
Butala Marg
Noida 322459",92,81
22318048,Azad Rajagopal,Isaiah Chakraborty,Ekani Kalita,2002-07-11,Female,suleekani@gmail.com,5631452695,"72/463
Mittal Street
Berhampur 397948","H.No. 845
Bawa Road, Unnao-919448","99/72, Kaur Road
Anantapur 965958",62,65
22318049,Kritika Comar,Ayaan Gaba,Chameli Chaudhuri,2001-11-03,Male,upma58@gmail.com,6967342530,"H.No. 83, Deshpande Chowk
Proddatur-112774","H.No. 52
Kata Ganj, Hosur 519934","67, Mistry Nagar
Ahmedabad-734233",65,81
22318050,William Atwal,Daniel Rai,Gauri Bhardwaj,2003-12-06,Female,sarinalka@gmail.com,4072520526,"99/922, Dugal Path, Tiruppur 967652","34/14, Peri Path, Surat-719314","24/17, Edwin Nagar
Guntur-481486",64,88
22318051,Libni Lala,Michael Mani,Nirja Sawhney,1999-10-12,Female,gopalvasudha@gmail.com,7175921406,"530, Gulati, Raurkela Industrial Township-910967","369
Gade Road, Warangal-052325","H.No. 70, Raja Path, Bidhannagar-790988",71,66
22318052,Patrick Chana,Harsh Batta,Nirja Ghose,2001-05-05,Male,wriddhishranganathan@gmail.com,3869833784,"H.No. 29
Chopra
Jalgaon-674206","031
Sachdev Path, Pondicherry 780590","11/621
Mannan Zila, Uluberia-550307",95,82
22318053,Aashi Virk,Ansh Jaggi,Edhitha Goel,2001-09-30,Male,ranganathancharles@gmail.com,3277934923,"H.No. 74, Issac Nagar
Naihati 053261","H.No. 953, Ramesh Zila, Mysore 651909","H.No. 06, Chhabra Road
Sultan Pur Majra 384674",86,62
22318054,Leena Tailor,Raghav Menon,Janani Thaker,2004-10-30,Female,jganguly@gmail.com,8774733891,"72/066
Sharaf Ganj
Shivpuri-432706","H.No. 48, Brahmbhatt Circle
Jaunpur 888875","62, Kannan Road
Jammu 466057",87,73
22318055,Caleb Mangal,Naksh Vala,Netra Natt,1999-10-15,Male,ekarajdatta@gmail.com,9509291750,"H.No. 238
Devan Zila, Bareilly 434709","H.No. 22
Yadav Path
Kochi 490971","H.No. 38
Dayal
Rourkela-948853",93,95
22318056,Daniel Deshpande,Harish Hari,Aachal Aggarwal,2004-05-28,Male,gmukherjee@gmail.com,3857121082,"H.No. 417, Maharaj Ganj, Deoghar-995569","H.No. 52, Nagi
Berhampore 842112","213
Soman, Silchar 584300",61,80
22318057,Nandini Deshpande,Harshil Rao,Ojasvi Shah,1999-11-29,Female,bandra@gmail.com,5850648696,"H.No. 41, Sodhi Ganj
Bhopal-756588","H.No. 03, Sule
Anantapur-205227","84/71
Devan Chowk, Nangloi Jat 110042",94,77
22318058,Wishi Gopal,Nihal Vora,Yasti Jani,2004-02-12,Male,zmann@gmail.com,1918937493,"717
Majumdar Street
Fatehpur 734295","284
Ghose Zila
Begusarai-757122","H.No. 423
Nazareth Circle, Katihar-042389",96,97
22318059,Qadim Sharaf,Hardik Edwin,Urvashi Upadhyay,2002-12-07,Female,rajata86@gmail.com,4906751472,"549
Gandhi Path
Warangal 798596","259, Gola
Raebareli 846929","90/71, Krishnan Street
Mathura-061292",79,79
22318060,Chavvi Dani,Anmol Kar,Niharika Pathak,2002-04-19,Female,bhattgopal@gmail.com,7038321769,"H.No. 952
Kara Path, Bathinda 098783","H.No. 29, Padmanabhan Street
Rajkot-902262","25/709, Bahl Marg, Bettiah 558356",69,75
22318061,Ladli Sandal,Harshil Dhillon,Lipika Sachdev,2005-01-27,Female,uthakkar@gmail.com,6574550540,"79/83
Gole, Tumkur 518113","814
Loyal Ganj
Gandhidham 707316","H.No. 065
Joshi Street, Giridih 143471",87,81
22318062,Victor Wason,Daksh Karan,Lopa Ahluwalia,1999-11-21,Female,siddharth72@gmail.com,9572685219,"H.No. 055
Ganesan Nagar
Madanapalle-568882","H.No. 793
Chaudhuri Street, Nagaon 509675","34/14, Dugal Zila
Raebareli-747467",92,63
22318063,Chakrika Sehgal,Kiaan Varty,Warhi Savant,2002-12-25,Male,vtata@gmail.com,961352906,"41
Verma Ganj, Bellary 596365","97/101, Grover Path
Visakhapatnam-432563","679
Tella Nagar, Bally-790727",72,71
22318064,Bahadurjit Muni,Darpan Gill,Chaitaly Saran,2003-08-31,Male,kuriangautami@gmail.com,4231159692,"14/641
Toor Marg
Bettiah 345685","082
Krishnamurthy
Eluru-355744","793
Ramesh Nagar
Jaunpur-581597",97,88
22318065,Nidra Wason,Chaitanya Chanda,Brinda Bir,2004-12-06,Female,calebdhillon@gmail.com,7728980295,"97, Chaudhary Road
Durgapur-031386","H.No. 78, Agate Zila
Ghaziabad 072052","78/328, Oommen Circle
Noida-690069",75,92
22318066,Gopal Gaba,Nathaniel Edwin,Arunima Bahl,2001-06-22,Male,goyalharish@gmail.com,6028756142,"H.No. 12, Ranganathan Circle
Kochi 644316","28/714, Vohra Zila, Raipur 015798","23/42
Sachdeva Nagar
Durg 695991",70,79
22318067,Jagdish Tella,Alexander Deep,Januja Biswas,2000-02-02,Female,fkalita@gmail.com,1101944737,"47/330
Roy Street
Saharsa 715571","76/92
Dutt Road, Kalyan-Dombivli 319791","H.No. 013, Sharaf Marg
Nangloi Jat-930840",66,77
22318068,Tejas Vohra,Azaan Solanki,Watika Gade,2004-07-09,Female,gaurangi74@gmail.com,2650994290,"729, Sarraf Ganj
Thrissur-913735","107, Raval Street
Karaikudi-451119","H.No. 80
Hora Path
Serampore-415369",60,61
22318069,Frederick Soman,Qasim Gara,Pooja Ravi,2003-10-22,Male,dborde@gmail.com,3521551614,"H.No. 551, Buch
Allahabad 782937","H.No. 55, Aurora Marg, Siliguri-484038","64/16
Sur Circle
Ghaziabad 252178",64,72
22318070,Krishna Sunder,Ojas Buch,Veda Agarwal,2004-10-07,Male,charita56@gmail.com,1473345250,"191, Sharma Path, Warangal 528753","62, Shetty Marg
Rajahmundry 448455","65/722
Kanda Ganj
Lucknow-254089",94,71
22318071,Ronith Sodhi,Gunbir Atwal,Bina Pandit,2000-04-07,Male,kalpitchhabra@gmail.com,1318021305,"57/76
Jain Road, Shimla 685611","H.No. 019
Kala Street
Madhyamgram-236836","H.No. 29
Golla Chowk, Siwan-552236",92,73
22318072,Rachit Wadhwa,Patrick Kaul,Yashodhara Talwar,2001-02-10,Male,kvohra@gmail.com,7256675579,"H.No. 32, Grover
Ongole-710311","88/25, Sawhney Ganj, Saharsa 327749","H.No. 801, Contractor Path
Nagaon 140782",61,91
22318073,Anya Chakraborty,Gunbir Rattan,Nisha Palla,2003-08-13,Female,ekulkarni@gmail.com,8266211697,"47/94
Agate Nagar, Bharatpur 728935","41
Soni Ganj, Phusro 993524","H.No. 992
Mallick
Sikar-202418",75,68
22318074,Faraj Dhar,Rishi Batra,Bishakha Vala,2005-01-31,Male,qcomar@gmail.com,9734623372,"H.No. 663
Devan
Tirunelveli 689467","27, Sehgal Road
Panvel 145693","H.No. 674, Bora Ganj
Saharanpur 276864",97,94
22318075,Suhani Nagi,Yatin Contractor,Advika Banik,2000-01-24,Male,xsandal@gmail.com,5670771864,"H.No. 270
Dasgupta Zila, Bhiwani 900396","71/45
Mody, Tadipatri-532993","H.No. 957, Chana Ganj, Aurangabad 806970",97,74
22318076,Meera Kara,Ishaan Varughese,Indira Shan,1999-12-10,Male,advaithagrawal@gmail.com,2920091024,"41, Bhasin
Pudukkottai-687797","H.No. 655, Gandhi Path, Kollam 308845","38, Dugal Chowk, Jalandhar 817902",69,67
22318077,Hema Jaggi,Elijah Pillay,Kala Shukla,2002-05-10,Female,dugarcaleb@gmail.com,7056691069,"78/49, Manne Road, Anantapuram-784012","H.No. 734
Bera Street
Amroha 490609","H.No. 759, Ahuja Marg
Parbhani-281549",66,65
22318078,Darsh Sarraf,Madhav Roy,Chaitaly Bahl,2003-01-22,Female,sathvikdate@gmail.com,6462566990,"158, Basak Road
Hyderabad 338032","H.No. 533, Ganesan Nagar, Bellary-144962","56/593, Sahni Marg
Bellary 067679",76,85
22318079,Chatura Trivedi,Logan Deshmukh,Jagrati Hayer,2000-01-15,Male,hiral19@gmail.com,2518197835,"H.No. 79
Shere Circle, Gopalpur-663129","70/252, Lad Circle
Ludhiana 762515","H.No. 90
Mishra Zila, Darbhanga 533280",80,67
22318080,Widisha Ramesh,Siddharth Chander,Madhavi Gour,2002-02-10,Male,samakshchakrabarti@gmail.com,3644450923,"H.No. 848, Sangha Chowk, Ramgarh 255091","067
Sastry Street
Mumbai 218395","51/607, Lanka, Secunderabad 030790",84,82
22318081,Ishaan Lal,Girish Lalla,Upasna Bala,2001-04-21,Male,amol46@gmail.com,7612845385,"97, Char Circle
Bellary-141330","61/70
Varghese Zila
Bhilai 448682","20, Datta Marg
Vasai-Virar 048104",68,75
22318082,Ansh Raju,Vihaan Char,Libni Gala,2001-11-16,Male,pillaiamol@gmail.com,9477063677,"70/222
Mohanty Chowk
Muzaffarnagar-862645","75/58, Bora Zila, Parbhani-986320","H.No. 87, Karan, Mau-623811",88,62
22318083,Harshil Kashyap,Siddharth Pandit,Ucchal Sagar,2001-03-27,Female,valahamsini@gmail.com,2780308086,"83/165
Mander Street, Saharsa 171068","29/44, Nadig Chowk, Surendranagar Dudhrej-175697","17/20, Mukherjee Zila, Sirsa 316144",91,72
22318084,Kamala Ravi,Abdul Trivedi,Ishani Gulati,2003-12-05,Female,lekha31@gmail.com,9300052853,"H.No. 27
Narayanan Circle
Rewa-594115","77
Kaul Marg, Nandyal 818610","03/870
Dani, Kochi-276245",95,77
22318085,Tanmayi Mannan,Amol Som,Garima Shan,2002-01-17,Male,ldayal@gmail.com,4760473441,"10
Rajagopalan Path
Khandwa 019559","13/631
Prashad Marg
Surat 946696","H.No. 482, Narain Circle, Arrah 795662",94,75
22318086,Tarak Ganguly,Frederick Khurana,Reva Sanghvi,2001-03-15,Female,akshay18@gmail.com,7258998110,"497
Buch Path
Pune-457723","H.No. 434, Dutta Street, Pondicherry 200040","84/49
Choudhary Path
Gurgaon 755191",72,86
22318087,Yadavi Palla,Ranveer Mutti,Gayathri Basu,1999-09-03,Female,cherianvivaan@gmail.com,8211132783,"561
Butala Street, Thanjavur-996396","51/218
Radhakrishnan Circle, Mahbubnagar-422005","H.No. 105
Nagar Street
Tirupati-908274",63,72
22318088,Pushti Pradhan,Owen Mukherjee,Yashasvi Bath,2004-09-10,Female,aashigoel@gmail.com,8887219292,"06
Bansal Path, Patiala 857708","H.No. 67, Kari Path, Aizawl 493817","H.No. 53
Sen Chowk, Sirsa 246547",62,72
22318089,Amruta Narayanan,Nachiket Dube,Qushi Char,2004-02-01,Male,kamala47@gmail.com,2455534478,"639, Cheema Nagar
Mehsana-375029","H.No. 40
Mital Road
Kumbakonam 841546","87
Sibal Path
Mumbai-273978",75,91
22318090,Raagini Ramesh,Gaurav Gera,Nitara Saran,2001-12-06,Male,warda69@gmail.com,4881619210,"289, Dave Circle
Chandigarh 150105","97/942
Bail Chowk
Silchar-762835","25
Mital Path, Guwahati 045073",92,77
22318091,Guneet Sankar,Wridesh Sathe,Kashish Ganesan,2002-12-03,Female,gcheema@gmail.com,7780383663,"78/845, Mishra Path
Vasai-Virar-947831","19/266
Deol Path
Gangtok-997252","H.No. 61, Gopal, Tezpur 262247",79,61
22318092,Tripti Dhawan,Rishi Dewan,Lipika Dass,2003-06-07,Female,mpalla@gmail.com,6843023722,"04/12
Sachdeva
Agartala-707431","26/06
Nadig Nagar
Pimpri-Chinchwad-849509","94
Gala, Purnia-797518",80,69
22318093,Eshana Din,Oscar Tak,Sudiksha Sen,2000-07-16,Female,yash76@gmail.com,4054632263,"H.No. 44
Raj Path
Katihar-771581","70/85
Solanki Circle
Nagpur-720718","43, Yohannan Path, Pali 636343",66,65
22318094,Samarth Suresh,Qarin Srivastava,Dalaja Saini,2000-07-22,Male,ysami@gmail.com,9075372593,"H.No. 86
Palla Circle, Morbi 984047","25
Dugal Road
Alappuzha-742984","H.No. 196
Kanda Zila, Imphal-563520",87,90
